account id,account name,battlePass level,battlePass progress,overall score,overall scorePerMin,overall scorePerMatch,overall wins,overall top3,overall top5,overall top6,overall top10,overall top12,overall top25,overall kills,overall killsPerMin,overall killsPerMatch,overall deaths,overall kd,overall matches,overall winRate,overall minutesPlayed,overall playersOutlived,overall lastModified,solo score,solo scorePerMin,solo scorePerMatch,solo wins,solo top10,solo top25,solo kills,solo killsPerMin,solo killsPerMatch,solo deaths,solo kd,solo matches,solo winRate,solo minutesPlayed,solo playersOutlived,solo lastModified,duo score,duo scorePerMin,duo scorePerMatch,duo wins,duo top5,duo top12,duo kills,duo killsPerMin,duo killsPerMatch,duo deaths,duo kd,duo matches,duo winRate,duo minutesPlayed,duo playersOutlived,duo lastModified,trio score,trio scorePerMin,trio scorePerMatch,trio wins,trio top3,trio top6,trio kills,trio killsPerMin,trio killsPerMatch,trio deaths,trio kd,trio matches,trio winRate,trio minutesPlayed,trio playersOutlived,trio lastModified,squad score,squad scorePerMin,squad scorePerMatch,squad wins,squad top3,squad top6,squad kills,squad killsPerMin,squad killsPerMatch,squad deaths,squad kd,squad matches,squad winRate,squad minutesPlayed,squad playersOutlived,squad lastModified,ltm score,ltm scorePerMin,ltm scorePerMatch,ltm wins,ltm kills,ltm killsPerMin,ltm killsPerMatch,ltm deaths,ltm kd,ltm matches,ltm winRate,ltm minutesPlayed,ltm playersOutlived,ltm lastModified,stats gamepad overall score,stats gamepad overall scorePerMin,stats gamepad overall scorePerMatch,stats gamepad overall wins,stats gamepad overall top3,stats gamepad overall top5,stats gamepad overall top6,stats gamepad overall top10,stats gamepad overall top12,stats gamepad overall top25,stats gamepad overall kills,stats gamepad overall killsPerMin,stats gamepad overall killsPerMatch,stats gamepad overall deaths,stats gamepad overall kd,stats gamepad overall matches,stats gamepad overall winRate,stats gamepad overall minutesPlayed,stats gamepad overall playersOutlived,stats gamepad overall lastModified,stats gamepad solo score,stats gamepad solo scorePerMin,stats gamepad solo scorePerMatch,stats gamepad solo wins,stats gamepad solo top10,stats gamepad solo top25,stats gamepad solo kills,stats gamepad solo killsPerMin,stats gamepad solo killsPerMatch,stats gamepad solo deaths,stats gamepad solo kd,stats gamepad solo matches,stats gamepad solo winRate,stats gamepad solo minutesPlayed,stats gamepad solo playersOutlived,stats gamepad solo lastModified,stats gamepad duo score,stats gamepad duo scorePerMin,stats gamepad duo scorePerMatch,stats gamepad duo wins,stats gamepad duo top5,stats gamepad duo top12,stats gamepad duo kills,stats gamepad duo killsPerMin,stats gamepad duo killsPerMatch,stats gamepad duo deaths,stats gamepad duo kd,stats gamepad duo matches,stats gamepad duo winRate,stats gamepad duo minutesPlayed,stats gamepad duo playersOutlived,stats gamepad duo lastModified,stats gamepad trio score,stats gamepad trio scorePerMin,stats gamepad trio scorePerMatch,stats gamepad trio wins,stats gamepad trio top3,stats gamepad trio top6,stats gamepad trio kills,stats gamepad trio killsPerMin,stats gamepad trio killsPerMatch,stats gamepad trio deaths,stats gamepad trio kd,stats gamepad trio matches,stats gamepad trio winRate,stats gamepad trio minutesPlayed,stats gamepad trio playersOutlived,stats gamepad trio lastModified,stats gamepad squad score,stats gamepad squad scorePerMin,stats gamepad squad scorePerMatch,stats gamepad squad wins,stats gamepad squad top3,stats gamepad squad top6,stats gamepad squad kills,stats gamepad squad killsPerMin,stats gamepad squad killsPerMatch,stats gamepad squad deaths,stats gamepad squad kd,stats gamepad squad matches,stats gamepad squad winRate,stats gamepad squad minutesPlayed,stats gamepad squad playersOutlived,stats gamepad squad lastModified,stats gamepad ltm score,stats gamepad ltm scorePerMin,stats gamepad ltm scorePerMatch,stats gamepad ltm wins,stats gamepad ltm kills,stats gamepad ltm killsPerMin,stats gamepad ltm killsPerMatch,stats gamepad ltm deaths,stats gamepad ltm kd,stats gamepad ltm matches,stats gamepad ltm winRate,stats gamepad ltm minutesPlayed,stats gamepad ltm playersOutlived,stats gamepad ltm lastModified,stats touch overall score,stats touch overall scorePerMin,stats touch overall scorePerMatch,stats touch overall wins,stats touch overall top3,stats touch overall top5,stats touch overall top6,stats touch overall top10,stats touch overall top12,stats touch overall top25,stats touch overall kills,stats touch overall killsPerMin,stats touch overall killsPerMatch,stats touch overall deaths,stats touch overall kd,stats touch overall matches,stats touch overall winRate,stats touch overall minutesPlayed,stats touch overall playersOutlived,stats touch overall lastModified,stats touch solo score,stats touch solo scorePerMin,stats touch solo scorePerMatch,stats touch solo wins,stats touch solo top10,stats touch solo top25,stats touch solo kills,stats touch solo killsPerMin,stats touch solo killsPerMatch,stats touch solo deaths,stats touch solo kd,stats touch solo matches,stats touch solo winRate,stats touch solo minutesPlayed,stats touch solo playersOutlived,stats touch solo lastModified,stats touch ltm score,stats touch ltm scorePerMin,stats touch ltm scorePerMatch,stats touch ltm wins,stats touch ltm kills,stats touch ltm killsPerMin,stats touch ltm killsPerMatch,stats touch ltm deaths,stats touch ltm kd,stats touch ltm matches,stats touch ltm winRate,stats touch ltm minutesPlayed,stats touch ltm playersOutlived,stats touch ltm lastModified
18f8faa6ac914596bd0b068a442879d1,Floelr,15,67,133860,22.902,239.892,29,35,91,53,31,176,53,517,0.088,0.927,529,0.977,558,5.197,5845,36664,2020-09-16T03:35:17Z,24690,23.381,214.696,1,31,53,112,0.106,0.974,114,0.982,115,0.87,1056,7548,2020-08-27T22:36:04Z,81333,22.424,233.046,13,91,176,295,0.081,0.845,336,0.878,349,3.725,3627,22684,2020-09-16T03:35:17Z,197,16.417,197,0,0,0,0,0,0,1,0,1,0,12,58,2020-07-03T03:27:42Z,27640,24.035,297.204,15,34,50,110,0.096,1.183,78,1.41,93,16.129,1150,6374,2020-09-03T02:45:23Z,118000,20.451,411.15,0,1109,0.192,3.864,287,3.864,287,0,5770,4682,2020-08-27T22:11:51Z,133822,22.907,240.255,29,35,91,53,31,176,53,517,0.088,0.928,528,0.979,557,5.206,5842,36642,2020-09-16T03:35:17Z,24652,23.411,216.246,1,31,53,112,0.106,0.982,113,0.991,114,0.877,1053,7526,2020-08-27T22:36:04Z,81333,22.424,233.046,13,91,176,295,0.081,0.845,336,0.878,349,3.725,3627,22684,2020-09-16T03:35:17Z,197,16.417,197,0,0,0,0,0,0,1,0,1,0,12,58,2020-07-03T03:27:42Z,27640,24.035,297.204,15,34,50,110,0.096,1.183,78,1.41,93,16.129,1150,6374,2020-09-03T02:45:23Z,117615,20.433,411.241,0,1108,0.192,3.874,286,3.874,286,0,5756,4662,2020-08-27T22:11:51Z,38,12.667,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,22,2020-07-25T20:13:40Z,38,12.667,38,0,0,0,0,0,0,1,0,1,0,3,22,2020-07-25T20:13:40Z,385,27.5,385,0,1,0.071,1,1,1,1,0,14,20,2020-07-24T02:12:33Z
