 account id, account name, battlePass level, battlePass progress, overall score, overall scorePerMin, overall scorePerMatch, overall wins, overall top3, overall top5, overall top6, overall top10, overall top12, overall top25, overall kills, overall killsPerMin, overall killsPerMatch, overall deaths, overall kd, overall matches, overall winRate, overall minutesPlayed, overall playersOutlived, overall lastModified, solo score, solo scorePerMin, solo scorePerMatch, solo wins, solo top10, solo top25, solo kills, solo killsPerMin, solo killsPerMatch, solo deaths, solo kd, solo matches, solo winRate, solo minutesPlayed, solo playersOutlived, solo lastModified, duo score, duo scorePerMin, duo scorePerMatch, duo wins, duo top5, duo top12, duo kills, duo killsPerMin, duo killsPerMatch, duo deaths, duo kd, duo matches, duo winRate, duo minutesPlayed, duo playersOutlived, duo lastModified, trio score, trio scorePerMin, trio scorePerMatch, trio wins, trio top3, trio top6, trio kills, trio killsPerMin, trio killsPerMatch, trio deaths, trio kd, trio matches, trio winRate, trio minutesPlayed, trio playersOutlived, trio lastModified, squad score, squad scorePerMin, squad scorePerMatch, squad wins, squad top3, squad top6, squad kills, squad killsPerMin, squad killsPerMatch, squad deaths, squad kd, squad matches, squad winRate, squad minutesPlayed, squad playersOutlived, squad lastModified, ltm score, ltm scorePerMin, ltm scorePerMatch, ltm wins, ltm kills, ltm killsPerMin, ltm killsPerMatch, ltm deaths, ltm kd, ltm matches, ltm winRate, ltm minutesPlayed, ltm playersOutlived, ltm lastModified
521eccd6d70346e2962f4009b63555fb,Wakie,30.0,85.0,89122.0,24.633,41.782,117.0,274.0,41.0,492.0,35.0,89.0,76.0,1792.0,0.495,0.84,2016.0,0.889,2133.0,5.485,3618.0,23938.0,2020-09-11T09:12:58Z,6082.0,21.721,24.926,2.0,35.0,76.0,214.0,0.764,0.877,242.0,0.884,244.0,0.82,280.0,1993.0,2020-09-05T04:39:35Z,17447.0,23.325,80.032,3.0,33.0,71.0,173.0,0.231,0.794,215.0,0.805,218.0,1.376,748.0,5572.0,2020-09-02T04:38:20Z,,,,,,,,,,,,,,,,,65593.0,25.325,39.254,112.0,259.0,469.0,1405.0,0.542,0.841,1559.0,0.901,1671.0,6.703,2590.0,16373.0,2020-09-11T09:12:58Z,65775.0,49.122,186.331,58.0,663.0,0.495,1.878,295.0,2.247,353.0,16.431,1339.0,6080.0,2020-08-28T03:15:31Z
4735ce9132924caf8a5b17789b40f79c,Ninja,1.0,0.0,3173945.0,34.919,147.331,7512.0,3275.0,3420.0,3853.0,3155.0,4224.0,3975.0,132329.0,1.456,6.143,14031.0,9.431,21543.0,34.87,90894.0,508725.0,2020-08-25T02:20:40Z,676949.0,34.648,94.322,2187.0,3103.0,3915.0,47412.0,2.427,6.606,4990.0,9.501,7177.0,30.472,19538.0,123020.0,2020-07-08T17:15:40Z,1209444.0,32.683,166.659,2634.0,3399.0,4194.0,41850.0,1.131,5.767,4623.0,9.053,7257.0,36.296,37005.0,194117.0,2020-08-25T02:20:40Z,42684.0,26.528,296.417,22.0,25.0,48.0,439.0,0.273,3.049,122.0,3.598,144.0,15.278,1609.0,7089.0,2020-06-18T20:04:52Z,1244868.0,38.021,178.732,2669.0,3150.0,3694.0,42628.0,1.302,6.12,4296.0,9.923,6965.0,38.32,32742.0,184499.0,2020-07-08T18:50:51Z,110946.0,41.321,280.167,152.0,3026.0,1.127,7.641,244.0,12.402,396.0,38.384,2685.0,14065.0,2020-04-03T06:37:53Z
e610901827a446afb8aa36501d1ae0b7,Nikof,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.889,9.0,0.889,9.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,1.0,7.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.0,0.5,2.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47d72604b1c2413fb4f90c620935397f,Symfuhny,1.0,0.0,2969985.0,31.8,178.517,3355.0,964.0,1246.0,1192.0,3361.0,1908.0,4863.0,72392.0,0.775,4.351,13282.0,5.45,16637.0,20.166,93396.0,545986.0,2020-04-12T17:22:08Z,1315773.0,33.633,141.375,1867.0,3308.0,4786.0,45020.0,1.151,4.837,7440.0,6.051,9307.0,20.06,39122.0,256971.0,2020-04-12T17:22:08Z,936134.0,28.233,199.9,746.0,1209.0,1854.0,16669.0,0.503,3.559,3937.0,4.234,4683.0,15.93,33157.0,177002.0,2020-03-29T14:41:35Z,139909.0,23.729,295.791,66.0,100.0,155.0,1232.0,0.209,2.605,407.0,3.027,473.0,13.953,5896.0,25375.0,2019-09-22T22:07:53Z,578169.0,37.985,265.947,676.0,828.0,996.0,9471.0,0.622,4.356,1498.0,6.322,2174.0,31.095,15221.0,86638.0,2020-03-09T19:12:14Z,119096.0,33.911,209.676,103.0,3483.0,0.992,6.132,465.0,7.49,568.0,18.134,3512.0,16538.0,2020-02-17T20:12:29Z
87b4720658f74ba4bb7f6e732716ba1d,Tuckz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,8.0,21.0,0.0,0.808,26.0,0.808,26.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,2.0,8.0,17.0,0.0,1.0,17.0,1.0,17.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.444,9.0,0.444,9.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445f53f1adea455ca84e225efb167070,Nicks,149.0,6.0,1164828.0,27.242,98.157,1070.0,1081.0,752.0,1555.0,515.0,1271.0,995.0,23977.0,0.561,2.02,10797.0,2.221,11867.0,9.017,42758.0,255835.0,2020-09-14T01:45:18Z,256324.0,25.117,79.777,128.0,503.0,968.0,6174.0,0.605,1.922,3085.0,2.001,3213.0,3.984,10205.0,68166.0,2020-09-11T17:07:32Z,364640.0,26.194,89.176,315.0,710.0,1198.0,7788.0,0.559,1.905,3774.0,2.064,4089.0,7.704,13921.0,76098.0,2020-09-02T01:45:58Z,34418.0,24.204,240.685,15.0,29.0,40.0,214.0,0.15,1.497,128.0,1.672,143.0,10.49,1422.0,7198.0,2020-08-22T08:24:51Z,509446.0,29.602,115.207,612.0,987.0,1426.0,9801.0,0.569,2.216,3810.0,2.572,4422.0,13.84,17210.0,104373.0,2020-09-14T01:45:18Z,157445.0,33.492,146.733,133.0,3346.0,0.712,3.118,940.0,3.56,1073.0,12.395,4701.0,23232.0,2020-08-14T01:02:49Z
a63ae0de42ee41d2b4bf20bd656d3511,Nickmercs,1.0,0.0,2356136.0,29.664,107.434,3331.0,3484.0,908.0,4711.0,1032.0,1462.0,1738.0,106256.0,1.338,4.845,18600.0,5.713,21931.0,15.189,79428.0,478992.0,2020-06-15T19:51:37Z,670470.0,27.991,150.905,373.0,1004.0,1690.0,19230.0,0.803,4.328,4070.0,4.725,4443.0,8.395,23953.0,152255.0,2020-03-28T17:18:05Z,711610.0,27.39,192.953,434.0,854.0,1361.0,12680.0,0.488,3.438,3254.0,3.897,3688.0,11.768,25981.0,137420.0,2020-04-11T19:35:32Z,116760.0,25.207,273.443,43.0,72.0,115.0,1136.0,0.245,2.66,384.0,2.958,427.0,10.07,4632.0,21243.0,2020-06-15T19:51:37Z,857296.0,34.482,64.106,2481.0,3377.0,4546.0,73210.0,2.945,5.474,10892.0,6.721,13373.0,18.552,24862.0,168074.0,2020-06-15T19:08:58Z,151752.0,32.84,240.494,92.0,4372.0,0.946,6.929,539.0,8.111,631.0,14.58,4621.0,28259.0,2020-02-02T17:07:53Z
c33df2e87f1f4c9d83e7e0dbd43b7e6b,Furious,1.0,0.0,3475.0,24.645,1.803,28.0,63.0,62.0,134.0,75.0,190.0,165.0,1948.0,13.816,1.011,1899.0,1.026,1927.0,1.453,141.0,1040.0,2019-12-01T05:08:28Z,1800.0,31.034,3.025,3.0,55.0,125.0,551.0,9.5,0.926,592.0,0.931,595.0,0.504,58.0,370.0,2019-11-14T18:36:09Z,1675.0,20.181,2.107,3.0,51.0,164.0,859.0,10.349,1.081,792.0,1.085,795.0,0.377,83.0,670.0,2019-12-01T05:08:28Z,,,,,,,,,,,,,,,,,0.0,0.0,0.0,22.0,57.0,119.0,538.0,0.0,1.002,515.0,1.045,537.0,4.097,0.0,0.0,1970-01-01T00:00:00Z,902.0,29.097,1.545,66.0,728.0,23.484,1.247,518.0,1.405,584.0,11.301,31.0,279.0,2019-12-01T04:48:38Z
f26dee7ce5c94776b5f313eda2d1bfa9,Issa,1.0,0.0,5500.0,22.727,59.783,2.0,2.0,7.0,4.0,1.0,15.0,3.0,37.0,0.153,0.402,90.0,0.411,92.0,2.174,242.0,1702.0,2020-08-30T15:14:54Z,481.0,14.576,68.714,0.0,1.0,3.0,2.0,0.061,0.286,7.0,0.286,7.0,0.0,33.0,117.0,2019-10-15T19:41:49Z,4378.0,23.665,62.543,2.0,7.0,15.0,25.0,0.135,0.357,68.0,0.368,70.0,2.857,185.0,1425.0,2020-08-30T15:14:54Z,,,,,,,,,,,,,,,,,641.0,26.708,42.733,0.0,2.0,4.0,10.0,0.417,0.667,15.0,0.667,15.0,0.0,24.0,160.0,2019-10-19T20:00:20Z,397.0,12.406,56.714,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,32.0,88.0,2020-04-25T15:30:39Z
860e7dadbdf74a6b965c1bee5ec67e4a,Kurtz,1.0,0.0,64246.0,28.29,27.716,59.0,96.0,81.0,186.0,38.0,205.0,101.0,4076.0,1.795,1.758,2259.0,1.804,2318.0,2.545,2271.0,16995.0,2019-12-01T22:03:29Z,4034.0,24.748,8.318,1.0,37.0,99.0,779.0,4.779,1.606,484.0,1.61,485.0,0.206,163.0,1219.0,2019-11-04T15:16:15Z,22352.0,27.766,24.482,16.0,81.0,205.0,1566.0,1.945,1.715,897.0,1.746,913.0,1.752,805.0,6712.0,2019-11-28T12:42:22Z,,,,,,,,,,,,,,,,,37860.0,29.056,41.152,42.0,96.0,179.0,1731.0,1.328,1.882,878.0,1.972,920.0,4.565,1303.0,9064.0,2019-12-01T22:03:29Z,1435.0,17.938,9.025,16.0,320.0,4.0,2.013,143.0,2.238,159.0,10.063,80.0,307.0,2019-12-01T00:17:48Z
74ca2bc4e2a04133a213546b17b775ee,Badsniper,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,4.0,0.25,4.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,4.0,0.25,4.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4e1a9e4dbb34749a9c09f50ee52ae85,Animal,159.0,32.0,952168.0,27.603,88.05,1050.0,1634.0,462.0,2303.0,218.0,913.0,440.0,17975.0,0.521,1.662,9764.0,1.841,10814.0,9.71,34495.0,180769.0,2020-09-14T01:25:31Z,16344.0,21.035,11.445,39.0,183.0,365.0,2469.0,3.178,1.729,1389.0,1.778,1428.0,2.731,777.0,4030.0,2020-05-24T21:06:36Z,121722.0,25.992,37.11,170.0,432.0,861.0,5640.0,1.204,1.72,3110.0,1.814,3280.0,5.183,4683.0,25388.0,2020-05-23T20:29:08Z,32701.0,26.959,204.381,21.0,48.0,64.0,70.0,0.058,0.438,139.0,0.504,160.0,13.125,1213.0,5681.0,2020-06-28T03:13:09Z,781401.0,28.086,131.416,820.0,1342.0,1943.0,9796.0,0.352,1.647,5126.0,1.911,5946.0,13.791,27822.0,145670.0,2020-09-14T01:25:31Z,600288.0,24.444,204.458,267.0,4825.0,0.196,1.643,2669.0,1.808,2936.0,9.094,24558.0,41604.0,2020-09-12T17:20:00Z
8c9c29f8ffae4d7b9153380ec5430f00,Ritz,1.0,0.0,131133.0,26.06,174.147,31.0,11.0,49.0,24.0,30.0,114.0,73.0,1291.0,0.257,1.714,722.0,1.788,753.0,4.117,5032.0,38298.0,2020-07-21T10:17:57Z,42121.0,27.035,157.168,8.0,30.0,73.0,456.0,0.293,1.701,260.0,1.754,268.0,2.985,1558.0,12581.0,2020-07-21T10:17:57Z,67124.0,25.887,195.128,16.0,49.0,113.0,604.0,0.233,1.756,328.0,1.841,344.0,4.651,2593.0,18797.0,2020-04-29T04:00:39Z,899.0,21.927,224.75,0.0,1.0,1.0,5.0,0.122,1.25,4.0,1.25,4.0,0.0,41.0,291.0,2020-06-17T08:23:46Z,20989.0,24.987,153.204,7.0,8.0,20.0,226.0,0.269,1.65,130.0,1.738,137.0,5.109,840.0,6629.0,2020-06-17T08:38:57Z,6441.0,25.358,238.556,0.0,94.0,0.37,3.481,27.0,3.481,27.0,0.0,254.0,1030.0,2020-07-20T10:58:25Z
18ffc8b6d1f0478bb02ff69994826952,Edgey,1.0,0.0,5459.0,22.558,5.746,50.0,107.0,33.0,179.0,20.0,56.0,39.0,1186.0,4.901,1.248,900.0,1.318,950.0,5.263,242.0,1407.0,2020-04-24T11:59:01Z,300.0,14.286,2.609,5.0,20.0,39.0,186.0,8.857,1.617,110.0,1.691,115.0,4.348,21.0,21.0,2020-04-24T11:59:01Z,805.0,21.757,4.193,6.0,29.0,50.0,230.0,6.216,1.198,186.0,1.237,192.0,3.125,37.0,270.0,2019-01-05T06:01:18Z,,,,,,,,,,,,,,,,,4354.0,23.663,6.771,39.0,101.0,171.0,770.0,4.185,1.198,604.0,1.275,643.0,6.065,184.0,1116.0,2020-02-06T12:16:11Z,9783.0,24.336,107.505,20.0,262.0,0.652,2.879,71.0,3.69,91.0,21.978,402.0,1769.0,2020-04-24T14:28:22Z
c343e919c97448a7b1df4c96a80282ce,Tyler15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,22.0,11.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,18.0,2019-01-20T00:29:36Z
51062d57ba334f78b9ea59291827215d,4zr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.333,9.0,0.333,9.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.333,9.0,0.333,9.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27cf885e8246420e96cf29015fd3706e,Crimz,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1970-01-01T00:00:00Z
0074ec6c56cb4825a41cef0437730c52,Deadra,6.0,40.0,2663.0,24.209,40.969,0.0,0.0,2.0,1.0,8.0,2.0,14.0,58.0,0.527,0.892,65.0,0.892,65.0,0.0,110.0,781.0,2020-09-03T19:34:40Z,2120.0,25.542,57.297,0.0,8.0,14.0,39.0,0.47,1.054,37.0,1.054,37.0,0.0,83.0,604.0,2020-09-03T19:34:40Z,42.0,21.0,2.471,0.0,2.0,2.0,14.0,7.0,0.824,17.0,0.824,17.0,0.0,2.0,16.0,2020-09-03T18:44:26Z,,,,,,,,,,,,,,,,,501.0,20.04,45.545,0.0,0.0,1.0,5.0,0.2,0.455,11.0,0.455,11.0,0.0,25.0,161.0,2020-09-03T18:58:47Z,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,66.667,0.0,0.0,1970-01-01T00:00:00Z
5dd3674a930d4538bdf998759b95c0cc,Legedien,59.0,18.0,1451077.0,24.529,116.393,2364.0,1400.0,1279.0,1780.0,1376.0,1814.0,1991.0,39476.0,0.667,3.166,10103.0,3.907,12467.0,18.962,59158.0,278244.0,2020-09-14T04:52:41Z,521902.0,23.346,123.556,654.0,1342.0,1945.0,13117.0,0.587,3.105,3570.0,3.674,4224.0,15.483,22355.0,111090.0,2020-09-14T04:52:41Z,454723.0,23.809,111.452,743.0,1253.0,1782.0,12099.0,0.633,2.965,3337.0,3.626,4080.0,18.211,19099.0,85604.0,2020-08-18T03:00:00Z,222093.0,22.797,289.561,107.0,192.0,275.0,1705.0,0.175,2.223,660.0,2.583,767.0,13.95,9742.0,41279.0,2020-09-12T05:44:05Z,252359.0,31.695,74.311,860.0,1164.0,1454.0,12555.0,1.577,3.697,2536.0,4.951,3396.0,25.324,7962.0,40271.0,2020-09-13T04:33:09Z,41295.0,29.475,119.696,81.0,1599.0,1.141,4.635,264.0,6.057,345.0,23.478,1401.0,6391.0,2020-07-04T18:41:35Z
cd349a1c845749e799e8c01dde71421d,Snayzy,1.0,0.0,1726.0,26.969,246.571,1.0,0.0,1.0,0.0,1.0,1.0,3.0,16.0,0.25,2.286,6.0,2.667,7.0,14.286,64.0,466.0,2020-07-27T16:27:03Z,591.0,24.625,295.5,0.0,1.0,2.0,3.0,0.125,1.5,2.0,1.5,2.0,0.0,24.0,171.0,2020-07-27T16:27:03Z,800.0,32.0,400.0,1.0,1.0,1.0,8.0,0.32,4.0,1.0,8.0,2.0,50.0,25.0,169.0,2020-07-27T14:12:19Z,,,,,,,,,,,,,,,,,335.0,22.333,111.667,0.0,0.0,0.0,5.0,0.333,1.667,3.0,1.667,3.0,0.0,15.0,126.0,2020-07-27T14:30:50Z,136.0,19.429,68.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,76.0,2020-07-27T13:46:45Z
8f9ed36091f54e739eb60e8d9d0eef5c,Spades,1.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,15.0,0.0,9.0,0.0,105.0,0.0,0.648,156.0,0.673,162.0,3.704,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,8.0,0.25,8.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,1.0,4.0,9.0,50.0,0.0,0.676,73.0,0.685,74.0,1.351,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,10.0,15.0,53.0,0.0,0.662,75.0,0.707,80.0,6.25,0.0,0.0,1970-01-01T00:00:00Z,0.0,0.0,0.0,2.0,6.0,0.0,0.462,11.0,0.545,13.0,15.385,0.0,0.0,1970-01-01T00:00:00Z
dd578e6a79a843d0841d0c3c2385fab1,Tennp0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,
085239facabf408f97e2cf1991911ffd,Eclipsae,1.0,0.0,20165.0,24.562,347.672,10.0,3.0,4.0,6.0,12.0,6.0,16.0,226.0,0.275,3.897,48.0,4.708,58.0,17.241,821.0,3591.0,2020-07-04T22:59:10Z,12032.0,26.1,388.129,5.0,12.0,16.0,147.0,0.319,4.742,26.0,5.654,31.0,16.129,461.0,2064.0,2020-07-04T22:59:10Z,3322.0,21.712,369.111,3.0,4.0,6.0,20.0,0.131,2.222,6.0,3.333,9.0,33.333,153.0,561.0,2020-02-25T03:52:36Z,4811.0,23.242,267.278,2.0,3.0,6.0,59.0,0.285,3.278,16.0,3.688,18.0,11.111,207.0,966.0,2020-07-01T19:37:28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467ec07d4cf45fca6dd666b90994c4c,Hysteria,1.0,0.0,1062035.0,25.926,81.532,3242.0,1870.0,2108.0,2350.0,843.0,2763.0,1174.0,54627.0,1.334,4.194,9784.0,5.583,13026.0,24.889,40964.0,215993.0,2020-02-26T04:24:43Z,155154.0,24.036,66.447,478.0,773.0,1085.0,10316.0,1.598,4.418,1857.0,5.555,2335.0,20.471,6455.0,36928.0,2020-02-18T05:22:50Z,431786.0,24.288,77.94,1455.0,2033.0,2665.0,23538.0,1.324,4.249,4085.0,5.762,5540.0,26.264,17778.0,87417.0,2020-02-18T05:26:40Z,69300.0,20.981,248.387,14.0,37.0,74.0,428.0,0.13,1.534,265.0,1.615,279.0,5.018,3303.0,13346.0,2019-09-21T06:38:43Z,405795.0,30.22,83.291,1295.0,1690.0,2101.0,20345.0,1.515,4.176,3577.0,5.688,4872.0,26.58,13428.0,78302.0,2020-02-26T04:24:43Z,202223.0,36.45,137.848,372.0,8204.0,1.479,5.592,1095.0,7.492,1467.0,25.358,5548.0,28082.0,2020-02-18T06:17:17Z
cd7f282b092d43e1a70584d7c1c23859,Parpy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.25,4.0,0.25,4.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.25,4.0,0.25,4.0,0.0,0.0,0.0,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0776cbd7374a403bb1be9c19b12da321,Vorwenn,1.0,0.0,144.0,14.4,36.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10.0,121.0,2019-07-07T20:38:16Z,127.0,14.111,42.333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,115.0,2019-06-20T15:24:55Z,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,2019-07-07T20:38:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.0,28.228,229.857,1.0,8.0,0.14,1.143,6.0,1.333,7.0,14.286,57.0,79.0,2019-07-09T12:26:08Z
4c9c479d45b84225ba91497edfd53ce6,M11z,12.0,43.0,731380.0,24.361,130.907,105.0,103.0,204.0,193.0,246.0,431.0,672.0,7004.0,0.233,1.254,5482.0,1.278,5587.0,1.879,30022.0,224927.0,2020-09-13T21:28:00Z,314941.0,24.799,114.649,20.0,242.0,664.0,3439.0,0.271,1.252,2727.0,1.261,2747.0,0.728,12700.0,104700.0,2020-09-13T21:28:00Z,263123.0,23.78,146.098,38.0,199.0,422.0,1999.0,0.181,1.11,1763.0,1.134,1801.0,2.11,11065.0,78355.0,2020-09-11T14:11:19Z,18238.0,19.259,172.057,2.0,11.0,24.0,61.0,0.064,0.575,104.0,0.587,106.0,1.887,947.0,5447.0,2020-09-04T21:13:49Z,135078.0,25.438,144.778,45.0,88.0,161.0,1505.0,0.283,1.613,888.0,1.695,933.0,4.823,5310.0,36425.0,2020-09-10T21:38:16Z,55535.0,33.987,180.308,17.0,791.0,0.484,2.568,291.0,2.718,308.0,5.519,1634.0,6215.0,2020-08-21T18:14:19Z
be294ee3db4949f38ab43fefb27f5951,Nolanlul,9.0,67.0,1041715.0,23.672,130.639,1484.0,895.0,680.0,1128.0,1082.0,984.0,1475.0,27038.0,0.614,3.391,6490.0,4.166,7974.0,18.61,44007.0,211826.0,2020-09-13T23:38:13Z,416872.0,23.835,147.149,553.0,1082.0,1473.0,9947.0,0.569,3.511,2280.0,4.363,2833.0,19.52,17490.0,90578.0,2020-09-13T23:38:13Z,381793.0,22.677,156.923,317.0,672.0,972.0,5623.0,0.334,2.311,2116.0,2.657,2433.0,13.029,16836.0,76727.0,2020-05-26T02:32:42Z,117981.0,22.123,293.485,46.0,95.0,141.0,979.0,0.184,2.435,356.0,2.75,402.0,11.443,5333.0,22550.0,2020-09-07T23:20:00Z,125069.0,28.765,54.236,568.0,789.0,976.0,10489.0,2.412,4.549,1738.0,6.035,2306.0,24.631,4348.0,21971.0,2020-02-27T03:25:39Z,12599.0,23.288,37.165,67.0,1320.0,2.44,3.894,272.0,4.853,339.0,19.764,541.0,2404.0,2020-02-04T23:11:54Z
75ded18c8d2d42b68c26be35f8a25e45,Thief,72.0,91.0,2207128.0,30.36,178.167,1085.0,1300.0,582.0,1798.0,281.0,1107.0,565.0,42240.0,0.581,3.41,11303.0,3.737,12388.0,8.758,72699.0,479907.0,2020-09-14T02:15:23Z,313532.0,35.738,149.372,91.0,267.0,543.0,5914.0,0.674,2.818,2008.0,2.945,2099.0,4.335,8773.0,71368.0,2020-09-11T16:18:16Z,618922.0,30.345,144.338,226.0,549.0,1044.0,11693.0,0.573,2.727,4062.0,2.879,4288.0,5.271,20396.0,144891.0,2020-09-14T02:15:23Z,27345.0,25.11,195.321,7.0,14.0,18.0,405.0,0.372,2.893,133.0,3.045,140.0,5.0,1089.0,6328.0,2020-09-06T21:16:10Z,1247329.0,29.39,212.818,761.0,1271.0,1748.0,24228.0,0.571,4.134,5100.0,4.751,5861.0,12.984,42441.0,257320.0,2020-09-14T01:35:46Z,62160.0,34.135,74.622,88.0,1965.0,1.079,2.359,745.0,2.638,833.0,10.564,1821.0,13469.0,2020-09-08T23:32:21Z
96d87bd396a646eb8ad0ca581fae64fe,Skailer,1.0,0.0,33737.0,22.857,76.85,8.0,7.0,1.0,14.0,69.0,8.0,150.0,440.0,0.298,1.002,431.0,1.021,439.0,1.822,1476.0,10882.0,2020-04-17T11:40:03Z,24816.0,23.589,81.632,6.0,62.0,140.0,329.0,0.313,1.082,298.0,1.104,304.0,1.974,1052.0,7687.0,2020-04-17T11:17:55Z,3741.0,19.586,98.447,0.0,1.0,8.0,19.0,0.099,0.5,38.0,0.5,38.0,0.0,191.0,1523.0,2019-12-08T14:09:19Z,,,,,,,,,,,,,,,,,5180.0,22.232,53.402,2.0,7.0,13.0,92.0,0.395,0.948,95.0,0.968,97.0,2.062,233.0,1672.0,2020-04-17T11:40:03Z,10825.0,29.496,177.459,9.0,219.0,0.597,3.59,52.0,4.212,61.0,14.754,367.0,2004.0,2020-04-22T14:55:53Z
